,n,a,e,completeness,spread
157,3.0,0.7999999999999999,0.0,0.627,1.1000000000000003
158,4.0,0.7999999999999999,0.0,0.645,1.1000000000000003
159,5.0,0.7999999999999999,0.0,0.664,1.1000000000000003
160,1.0,0.7999999999999999,0.0,0.486,1.2000000000000004
161,2.0,0.7999999999999999,0.0,0.587,1.2000000000000004
162,3.0,0.7999999999999999,0.0,0.627,1.2000000000000004
163,4.0,0.7999999999999999,0.0,0.653,1.2000000000000004
164,5.0,0.7999999999999999,0.0,0.669,1.2000000000000004
165,1.0,0.8999999999999999,0.0,0.489,0.2
166,2.0,0.8999999999999999,0.0,0.58,0.2
167,3.0,0.8999999999999999,0.0,0.631,0.2
168,4.0,0.8999999999999999,0.0,0.663,0.2
169,5.0,0.8999999999999999,0.0,0.673,0.2
170,1.0,0.8999999999999999,0.0,0.481,0.30000000000000004
171,2.0,0.8999999999999999,0.0,0.577,0.30000000000000004
172,3.0,0.8999999999999999,0.0,0.632,0.30000000000000004
173,4.0,0.8999999999999999,0.0,0.659,0.30000000000000004
174,5.0,0.8999999999999999,0.0,0.678,0.30000000000000004
175,1.0,0.8999999999999999,0.0,0.484,0.4000000000000001
176,2.0,0.8999999999999999,0.0,0.578,0.4000000000000001
177,3.0,0.8999999999999999,0.0,0.627,0.4000000000000001
178,4.0,0.8999999999999999,0.0,0.647,0.4000000000000001
179,5.0,0.8999999999999999,0.0,0.681,0.4000000000000001
180,1.0,0.8999999999999999,0.0,0.481,0.5000000000000001
181,2.0,0.8999999999999999,0.0,0.578,0.5000000000000001
182,3.0,0.8999999999999999,0.0,0.626,0.5000000000000001
183,4.0,0.8999999999999999,0.0,0.655,0.5000000000000001
184,5.0,0.8999999999999999,0.0,0.684,0.5000000000000001
185,1.0,0.8999999999999999,0.0,0.478,0.6000000000000001
186,2.0,0.8999999999999999,0.0,0.57,0.6000000000000001
187,3.0,0.8999999999999999,0.0,0.621,0.6000000000000001
188,4.0,0.8999999999999999,0.0,0.657,0.6000000000000001
189,5.0,0.8999999999999999,0.0,0.68,0.6000000000000001
190,1.0,0.8999999999999999,0.0,0.48,0.7000000000000002
191,2.0,0.8999999999999999,0.0,0.573,0.7000000000000002
192,3.0,0.8999999999999999,0.0,0.617,0.7000000000000002
193,4.0,0.8999999999999999,0.0,0.652,0.7000000000000002
194,5.0,0.8999999999999999,0.0,0.676,0.7000000000000002
195,1.0,0.8999999999999999,0.0,0.487,0.8000000000000003
196,2.0,0.8999999999999999,0.0,0.574,0.8000000000000003
197,3.0,0.8999999999999999,0.0,0.615,0.8000000000000003
198,4.0,0.8999999999999999,0.0,0.653,0.8000000000000003
199,5.0,0.8999999999999999,0.0,0.672,0.8000000000000003
200,1.0,0.8999999999999999,0.0,0.48,0.9000000000000001
201,2.0,0.8999999999999999,0.0,0.569,0.9000000000000001
202,3.0,0.8999999999999999,0.0,0.614,0.9000000000000001
203,4.0,0.8999999999999999,0.0,0.658,0.9000000000000001
204,5.0,0.8999999999999999,0.0,0.669,0.9000000000000001
205,1.0,0.8999999999999999,0.0,0.481,1.0000000000000002
206,2.0,0.8999999999999999,0.0,0.576,1.0000000000000002
207,3.0,0.8999999999999999,0.0,0.622,1.0000000000000002
208,4.0,0.8999999999999999,0.0,0.654,1.0000000000000002
209,5.0,0.8999999999999999,0.0,0.664,1.0000000000000002
210,1.0,0.8999999999999999,0.0,0.484,1.1000000000000003
211,2.0,0.8999999999999999,0.0,0.577,1.1000000000000003
212,3.0,0.8999999999999999,0.0,0.622,1.1000000000000003
213,4.0,0.8999999999999999,0.0,0.64,1.1000000000000003
214,5.0,0.8999999999999999,0.0,0.662,1.1000000000000003
215,1.0,0.8999999999999999,0.0,0.484,1.2000000000000004
216,2.0,0.8999999999999999,0.0,0.574,1.2000000000000004
217,3.0,0.8999999999999999,0.0,0.611,1.2000000000000004
218,4.0,0.8999999999999999,0.0,0.648,1.2000000000000004
219,5.0,0.8999999999999999,0.0,0.662,1.2000000000000004
220,1.0,0.9999999999999999,0.0,0.472,0.2
221,2.0,0.9999999999999999,0.0,0.588,0.2
222,3.0,0.9999999999999999,0.0,0.645,0.2
223,4.0,0.9999999999999999,0.0,0.67,0.2
224,5.0,0.9999999999999999,0.0,0.685,0.2
225,1.0,0.9999999999999999,0.0,0.481,0.30000000000000004
226,2.0,0.9999999999999999,0.0,0.584,0.30000000000000004
227,3.0,0.9999999999999999,0.0,0.64,0.30000000000000004
228,4.0,0.9999999999999999,0.0,0.663,0.30000000000000004
229,5.0,0.9999999999999999,0.0,0.684,0.30000000000000004
230,1.0,0.9999999999999999,0.0,0.479,0.4000000000000001
231,2.0,0.9999999999999999,0.0,0.585,0.4000000000000001
232,3.0,0.9999999999999999,0.0,0.636,0.4000000000000001
233,4.0,0.9999999999999999,0.0,0.667,0.4000000000000001
234,5.0,0.9999999999999999,0.0,0.686,0.4000000000000001
235,1.0,0.9999999999999999,0.0,0.476,0.5000000000000001
236,2.0,0.9999999999999999,0.0,0.582,0.5000000000000001
237,3.0,0.9999999999999999,0.0,0.632,0.5000000000000001
238,4.0,0.9999999999999999,0.0,0.658,0.5000000000000001
239,5.0,0.9999999999999999,0.0,0.673,0.5000000000000001
240,1.0,0.9999999999999999,0.0,0.483,0.6000000000000001
241,2.0,0.9999999999999999,0.0,0.583,0.6000000000000001
242,3.0,0.9999999999999999,0.0,0.631,0.6000000000000001
243,4.0,0.9999999999999999,0.0,0.66,0.6000000000000001
244,5.0,0.9999999999999999,0.0,0.679,0.6000000000000001
245,1.0,0.9999999999999999,0.0,0.476,0.7000000000000002
246,2.0,0.9999999999999999,0.0,0.581,0.7000000000000002
247,3.0,0.9999999999999999,0.0,0.633,0.7000000000000002
248,4.0,0.9999999999999999,0.0,0.655,0.7000000000000002
249,5.0,0.9999999999999999,0.0,0.674,0.7000000000000002
250,1.0,0.9999999999999999,0.0,0.48,0.8000000000000003
251,2.0,0.9999999999999999,0.0,0.582,0.8000000000000003
252,3.0,0.9999999999999999,0.0,0.626,0.8000000000000003
253,4.0,0.9999999999999999,0.0,0.647,0.8000000000000003
254,5.0,0.9999999999999999,0.0,0.662,0.8000000000000003
255,1.0,0.9999999999999999,0.0,0.478,0.9000000000000001
256,2.0,0.9999999999999999,0.0,0.581,0.9000000000000001
257,3.0,0.9999999999999999,0.0,0.627,0.9000000000000001
258,4.0,0.9999999999999999,0.0,0.643,0.9000000000000001
259,5.0,0.9999999999999999,0.0,0.66,0.9000000000000001
260,1.0,0.9999999999999999,0.0,0.477,1.0000000000000002
261,2.0,0.9999999999999999,0.0,0.583,1.0000000000000002
262,3.0,0.9999999999999999,0.0,0.62,1.0000000000000002
263,4.0,0.9999999999999999,0.0,0.647,1.0000000000000002
264,5.0,0.9999999999999999,0.0,0.66,1.0000000000000002
265,1.0,0.9999999999999999,0.0,0.475,1.1000000000000003
266,2.0,0.9999999999999999,0.0,0.58,1.1000000000000003
267,3.0,0.9999999999999999,0.0,0.621,1.1000000000000003
268,4.0,0.9999999999999999,0.0,0.638,1.1000000000000003
269,5.0,0.9999999999999999,0.0,0.659,1.1000000000000003
270,1.0,0.9999999999999999,0.0,0.478,1.2000000000000004
271,2.0,0.9999999999999999,0.0,0.58,1.2000000000000004
272,3.0,0.9999999999999999,0.0,0.619,1.2000000000000004
273,4.0,0.9999999999999999,0.0,0.643,1.2000000000000004
274,5.0,0.9999999999999999,0.0,0.657,1.2000000000000004
275,1.0,1.0999999999999999,0.0,0.471,0.2
276,2.0,1.0999999999999999,0.0,0.566,0.2
277,3.0,1.0999999999999999,0.0,0.617,0.2
278,4.0,1.0999999999999999,0.0,0.653,0.2
279,5.0,1.0999999999999999,0.0,0.678,0.2
280,1.0,1.0999999999999999,0.0,0.461,0.30000000000000004
281,2.0,1.0999999999999999,0.0,0.576,0.30000000000000004
282,3.0,1.0999999999999999,0.0,0.628,0.30000000000000004
283,4.0,1.0999999999999999,0.0,0.658,0.30000000000000004
284,5.0,1.0999999999999999,0.0,0.676,0.30000000000000004
285,1.0,1.0999999999999999,0.0,0.462,0.4000000000000001
286,2.0,1.0999999999999999,0.0,0.562,0.4000000000000001
287,3.0,1.0999999999999999,0.0,0.623,0.4000000000000001
