,n,a,e,completeness,spread
531,2.0,1.0999999999999999,0.0,0.579,0.2
532,3.0,1.0999999999999999,0.0,0.636,0.2
533,4.0,1.0999999999999999,0.0,0.656,0.2
534,5.0,1.0999999999999999,0.0,0.687,0.2
535,6.0,1.0999999999999999,0.0,0.694,0.2
536,7.0,1.0999999999999999,0.0,0.69,0.2
537,8.0,1.0999999999999999,0.0,0.7,0.2
538,9.0,1.0999999999999999,0.0,0.701,0.2
539,10.0,1.0999999999999999,0.0,0.704,0.2
540,1.0,1.0999999999999999,0.0,0.493,0.25
541,2.0,1.0999999999999999,0.0,0.575,0.25
542,3.0,1.0999999999999999,0.0,0.632,0.25
543,4.0,1.0999999999999999,0.0,0.656,0.25
544,5.0,1.0999999999999999,0.0,0.684,0.25
545,6.0,1.0999999999999999,0.0,0.688,0.25
546,7.0,1.0999999999999999,0.0,0.694,0.25
547,8.0,1.0999999999999999,0.0,0.698,0.25
548,9.0,1.0999999999999999,0.0,0.695,0.25
549,10.0,1.0999999999999999,0.0,0.698,0.25
550,1.0,1.0999999999999999,0.0,0.486,0.3
551,2.0,1.0999999999999999,0.0,0.582,0.3
552,3.0,1.0999999999999999,0.0,0.637,0.3
553,4.0,1.0999999999999999,0.0,0.657,0.3
554,5.0,1.0999999999999999,0.0,0.681,0.3
555,6.0,1.0999999999999999,0.0,0.689,0.3
556,7.0,1.0999999999999999,0.0,0.689,0.3
557,8.0,1.0999999999999999,0.0,0.69,0.3
558,9.0,1.0999999999999999,0.0,0.698,0.3
559,10.0,1.0999999999999999,0.0,0.703,0.3
560,1.0,1.0999999999999999,0.0,0.486,0.35000000000000003
561,2.0,1.0999999999999999,0.0,0.585,0.35000000000000003
562,3.0,1.0999999999999999,0.0,0.639,0.35000000000000003
563,4.0,1.0999999999999999,0.0,0.65,0.35000000000000003
564,5.0,1.0999999999999999,0.0,0.68,0.35000000000000003
565,6.0,1.0999999999999999,0.0,0.682,0.35000000000000003
566,7.0,1.0999999999999999,0.0,0.687,0.35000000000000003
567,8.0,1.0999999999999999,0.0,0.7,0.35000000000000003
568,9.0,1.0999999999999999,0.0,0.712,0.35000000000000003
569,10.0,1.0999999999999999,0.0,0.715,0.35000000000000003
570,1.0,1.0999999999999999,0.0,0.492,0.4
571,2.0,1.0999999999999999,0.0,0.575,0.4
572,3.0,1.0999999999999999,0.0,0.637,0.4
573,4.0,1.0999999999999999,0.0,0.652,0.4
574,5.0,1.0999999999999999,0.0,0.679,0.4
575,6.0,1.0999999999999999,0.0,0.687,0.4
576,7.0,1.0999999999999999,0.0,0.694,0.4
577,8.0,1.0999999999999999,0.0,0.704,0.4
578,9.0,1.0999999999999999,0.0,0.71,0.4
579,10.0,1.0999999999999999,0.0,0.709,0.4
580,1.0,1.0999999999999999,0.0,0.494,0.45
581,2.0,1.0999999999999999,0.0,0.58,0.45
582,3.0,1.0999999999999999,0.0,0.628,0.45
583,4.0,1.0999999999999999,0.0,0.652,0.45
584,5.0,1.0999999999999999,0.0,0.678,0.45
585,6.0,1.0999999999999999,0.0,0.684,0.45
586,7.0,1.0999999999999999,0.0,0.702,0.45
587,8.0,1.0999999999999999,0.0,0.707,0.45
588,9.0,1.0999999999999999,0.0,0.701,0.45
589,10.0,1.0999999999999999,0.0,0.704,0.45
590,1.0,1.0999999999999999,0.0,0.485,0.5
591,2.0,1.0999999999999999,0.0,0.578,0.5
592,3.0,1.0999999999999999,0.0,0.633,0.5
593,4.0,1.0999999999999999,0.0,0.659,0.5
594,5.0,1.0999999999999999,0.0,0.677,0.5
595,6.0,1.0999999999999999,0.0,0.686,0.5
596,7.0,1.0999999999999999,0.0,0.7,0.5
597,8.0,1.0999999999999999,0.0,0.696,0.5
598,9.0,1.0999999999999999,0.0,0.697,0.5
599,10.0,1.0999999999999999,0.0,0.7,0.5
