,n,a,e,completeness,spread
191,2.0,0.8999999999999999,0.0,0.52,0.7000000000000002
192,3.0,0.8999999999999999,0.0,0.545,0.7000000000000002
193,4.0,0.8999999999999999,0.0,0.578,0.7000000000000002
194,5.0,0.8999999999999999,0.0,0.599,0.7000000000000002
195,1.0,0.8999999999999999,0.0,0.483,0.8000000000000003
196,2.0,0.8999999999999999,0.0,0.523,0.8000000000000003
197,3.0,0.8999999999999999,0.0,0.552,0.8000000000000003
198,4.0,0.8999999999999999,0.0,0.582,0.8000000000000003
199,5.0,0.8999999999999999,0.0,0.606,0.8000000000000003
200,1.0,0.8999999999999999,0.0,0.48,0.9000000000000001
201,2.0,0.8999999999999999,0.0,0.528,0.9000000000000001
202,3.0,0.8999999999999999,0.0,0.552,0.9000000000000001
203,4.0,0.8999999999999999,0.0,0.588,0.9000000000000001
204,5.0,0.8999999999999999,0.0,0.61,0.9000000000000001
205,1.0,0.8999999999999999,0.0,0.482,1.0000000000000002
206,2.0,0.8999999999999999,0.0,0.523,1.0000000000000002
207,3.0,0.8999999999999999,0.0,0.563,1.0000000000000002
208,4.0,0.8999999999999999,0.0,0.595,1.0000000000000002
209,5.0,0.8999999999999999,0.0,0.615,1.0000000000000002
210,1.0,0.8999999999999999,0.0,0.478,1.1000000000000003
211,2.0,0.8999999999999999,0.0,0.531,1.1000000000000003
212,3.0,0.8999999999999999,0.0,0.578,1.1000000000000003
213,4.0,0.8999999999999999,0.0,0.597,1.1000000000000003
214,5.0,0.8999999999999999,0.0,0.613,1.1000000000000003
215,1.0,0.8999999999999999,0.0,0.477,1.2000000000000004
216,2.0,0.8999999999999999,0.0,0.532,1.2000000000000004
217,3.0,0.8999999999999999,0.0,0.577,1.2000000000000004
218,4.0,0.8999999999999999,0.0,0.61,1.2000000000000004
219,5.0,0.8999999999999999,0.0,0.621,1.2000000000000004
220,1.0,0.9999999999999999,0.0,0.477,0.2
221,2.0,0.9999999999999999,0.0,0.504,0.2
222,3.0,0.9999999999999999,0.0,0.521,0.2
223,4.0,0.9999999999999999,0.0,0.54,0.2
224,5.0,0.9999999999999999,0.0,0.544,0.2
225,1.0,0.9999999999999999,0.0,0.482,0.30000000000000004
226,2.0,0.9999999999999999,0.0,0.511,0.30000000000000004
227,3.0,0.9999999999999999,0.0,0.524,0.30000000000000004
228,4.0,0.9999999999999999,0.0,0.546,0.30000000000000004
229,5.0,0.9999999999999999,0.0,0.565,0.30000000000000004
230,1.0,0.9999999999999999,0.0,0.475,0.4000000000000001
231,2.0,0.9999999999999999,0.0,0.506,0.4000000000000001
232,3.0,0.9999999999999999,0.0,0.543,0.4000000000000001
233,4.0,0.9999999999999999,0.0,0.557,0.4000000000000001
234,5.0,0.9999999999999999,0.0,0.579,0.4000000000000001
235,1.0,0.9999999999999999,0.0,0.482,0.5000000000000001
236,2.0,0.9999999999999999,0.0,0.515,0.5000000000000001
237,3.0,0.9999999999999999,0.0,0.54,0.5000000000000001
238,4.0,0.9999999999999999,0.0,0.568,0.5000000000000001
239,5.0,0.9999999999999999,0.0,0.588,0.5000000000000001
240,1.0,0.9999999999999999,0.0,0.475,0.6000000000000001
241,2.0,0.9999999999999999,0.0,0.521,0.6000000000000001
242,3.0,0.9999999999999999,0.0,0.55,0.6000000000000001
243,4.0,0.9999999999999999,0.0,0.58,0.6000000000000001
244,5.0,0.9999999999999999,0.0,0.597,0.6000000000000001
245,1.0,0.9999999999999999,0.0,0.482,0.7000000000000002
246,2.0,0.9999999999999999,0.0,0.524,0.7000000000000002
247,3.0,0.9999999999999999,0.0,0.551,0.7000000000000002
248,4.0,0.9999999999999999,0.0,0.589,0.7000000000000002
249,5.0,0.9999999999999999,0.0,0.597,0.7000000000000002
250,1.0,0.9999999999999999,0.0,0.482,0.8000000000000003
251,2.0,0.9999999999999999,0.0,0.523,0.8000000000000003
252,3.0,0.9999999999999999,0.0,0.568,0.8000000000000003
253,4.0,0.9999999999999999,0.0,0.593,0.8000000000000003
254,5.0,0.9999999999999999,0.0,0.603,0.8000000000000003
255,1.0,0.9999999999999999,0.0,0.475,0.9000000000000001
256,2.0,0.9999999999999999,0.0,0.526,0.9000000000000001
257,3.0,0.9999999999999999,0.0,0.569,0.9000000000000001
258,4.0,0.9999999999999999,0.0,0.595,0.9000000000000001
259,5.0,0.9999999999999999,0.0,0.608,0.9000000000000001
260,1.0,0.9999999999999999,0.0,0.483,1.0000000000000002
261,2.0,0.9999999999999999,0.0,0.531,1.0000000000000002
262,3.0,0.9999999999999999,0.0,0.576,1.0000000000000002
263,4.0,0.9999999999999999,0.0,0.601,1.0000000000000002
264,5.0,0.9999999999999999,0.0,0.612,1.0000000000000002
265,1.0,0.9999999999999999,0.0,0.481,1.1000000000000003
266,2.0,0.9999999999999999,0.0,0.529,1.1000000000000003
267,3.0,0.9999999999999999,0.0,0.573,1.1000000000000003
268,4.0,0.9999999999999999,0.0,0.597,1.1000000000000003
269,5.0,0.9999999999999999,0.0,0.61,1.1000000000000003
270,1.0,0.9999999999999999,0.0,0.469,1.2000000000000004
271,2.0,0.9999999999999999,0.0,0.528,1.2000000000000004
272,3.0,0.9999999999999999,0.0,0.577,1.2000000000000004
273,4.0,0.9999999999999999,0.0,0.596,1.2000000000000004
274,5.0,0.9999999999999999,0.0,0.619,1.2000000000000004
275,1.0,1.0999999999999999,0.0,0.466,0.2
276,2.0,1.0999999999999999,0.0,0.497,0.2
277,3.0,1.0999999999999999,0.0,0.515,0.2
278,4.0,1.0999999999999999,0.0,0.522,0.2
279,5.0,1.0999999999999999,0.0,0.54,0.2
280,1.0,1.0999999999999999,0.0,0.467,0.30000000000000004
281,2.0,1.0999999999999999,0.0,0.494,0.30000000000000004
282,3.0,1.0999999999999999,0.0,0.515,0.30000000000000004
283,4.0,1.0999999999999999,0.0,0.532,0.30000000000000004
284,5.0,1.0999999999999999,0.0,0.558,0.30000000000000004
285,1.0,1.0999999999999999,0.0,0.46,0.4000000000000001
286,2.0,1.0999999999999999,0.0,0.504,0.4000000000000001
287,3.0,1.0999999999999999,0.0,0.533,0.4000000000000001
288,4.0,1.0999999999999999,0.0,0.557,0.4000000000000001
289,5.0,1.0999999999999999,0.0,0.571,0.4000000000000001
290,1.0,1.0999999999999999,0.0,0.469,0.5000000000000001
291,2.0,1.0999999999999999,0.0,0.507,0.5000000000000001
292,3.0,1.0999999999999999,0.0,0.535,0.5000000000000001
293,4.0,1.0999999999999999,0.0,0.561,0.5000000000000001
294,5.0,1.0999999999999999,0.0,0.574,0.5000000000000001
295,1.0,1.0999999999999999,0.0,0.464,0.6000000000000001
296,2.0,1.0999999999999999,0.0,0.513,0.6000000000000001
297,3.0,1.0999999999999999,0.0,0.543,0.6000000000000001
298,4.0,1.0999999999999999,0.0,0.578,0.6000000000000001
299,5.0,1.0999999999999999,0.0,0.587,0.6000000000000001
300,1.0,1.0999999999999999,0.0,0.46,0.7000000000000002
301,2.0,1.0999999999999999,0.0,0.518,0.7000000000000002
302,3.0,1.0999999999999999,0.0,0.548,0.7000000000000002
303,4.0,1.0999999999999999,0.0,0.581,0.7000000000000002
304,5.0,1.0999999999999999,0.0,0.6,0.7000000000000002
305,1.0,1.0999999999999999,0.0,0.468,0.8000000000000003
306,2.0,1.0999999999999999,0.0,0.518,0.8000000000000003
307,3.0,1.0999999999999999,0.0,0.559,0.8000000000000003
308,4.0,1.0999999999999999,0.0,0.584,0.8000000000000003
309,5.0,1.0999999999999999,0.0,0.602,0.8000000000000003
310,1.0,1.0999999999999999,0.0,0.471,0.9000000000000001
311,2.0,1.0999999999999999,0.0,0.514,0.9000000000000001
