a,albedo,arg_peri,diameter,e,H,i,anomaly,name,long_node,t_impact,d_impact
1.206983936,0.14,270.8583498,42.31174758,0.432998117,24.62,62.23321331,195.2679132,39561,323.0152049,6982.297214,2/12/2019
2.166187198,0.14,161.9718124,60.04280365,0.545815677,23.86,6.796332677,355.1117715,40000,187.8451469,6848.294406,10/1/2018
2.673011056,0.14,138.0452085,25.26160634,0.659304957,25.74,54.08429789,305.4413036,40657,69.81147221,7090.816475,6/1/2019
1.777844426,0.14,257.8280228,25.37820862,0.71904972,25.73,23.92497887,270.8390665,40720,240.4285796,7081.054299,5/22/2019
2.146084809,0.14,81.53616071,22.61835224,0.702527689,25.98,23.96313459,315.279126,41007,75.69679368,6916.108534,12/8/2018
1.480959699,0.14,251.8856585,45.75736037,0.480011054,24.45,18.45241299,232.1930196,41582,343.9996148,7003.129505,3/5/2019
1.986090779,0.14,344.862535,25.1455398,0.500595529,25.75,3.377864964,356.5477923,42002,-0.049672852,6840.215668,9/23/2018
1.285606182,0.14,247.3046494,24.01380408,0.348904097,25.85,38.85633709,290.6846248,42003,208.9038481,6869.620644,10/23/2018
1.972529317,0.14,240.8939338,45.75736037,0.834498074,24.45,4.890023435,14.14734503,42111,341.6453494,6821.503413,9/5/2018
1.727046068,0.14,42.99524188,24.12464677,0.473142748,25.84,37.22145053,258.4389762,42231,179.5201773,7018.685899,3/21/2019
1.621953914,0.14,203.5700592,33.14827729,0.388980577,25.15,23.99811482,189.6094883,42370,130.8739922,7154.750581,8/4/2019
1.982111025,0.14,147.2059178,26.82013522,0.530463616,25.61,6.21886853,334.3841999,42471,255.1847334,6915.597326,12/8/2018
1.300602287,0.14,152.1701074,25.85002474,0.242493761,25.69,6.960197915,214.4877681,42544,42.1532189,7061.95254,5/3/2019
2.429768796,0.14,49.27914262,24.34786937,0.640651281,25.82,54.80409611,256.7738013,42677,334.5919712,7179.451548,8/28/2019
2.05007193,0.14,71.91990495,25.26160634,0.642218257,25.74,7.581263759,338.5152293,44028,-3.124266495,6837.128356,9/20/2018
1.632869138,0.14,209.0238163,43.69793991,0.399772629,24.55,28.04841672,207.0052831,44276,94.96191116,7117.12315,6/27/2019
2.415517411,0.14,332.2534597,37.02209263,0.608960973,24.91,10.56052548,343.6712459,45071,60.57115148,6901.151606,11/23/2018
4.093421015,0.14,58.06317329,25.61303029,0.80845986,25.71,7.917387254,333.0080144,45485,169.7713239,7008.897185,3/11/2019
1.14668243,0.14,49.43826199,38.41147312,0.188734651,24.83,55.92365617,245.8742948,45585,76.8453892,6917.245307,12/9/2018
1.545037215,0.14,63.10897708,31.36613181,0.466390214,25.27,32.56128635,229.2240101,45869,188.2739816,7027.519237,3/30/2019
2.503340286,0.14,243.3730781,23.25203474,0.692986706,25.92,11.52332822,334.8740072,45903,218.3144704,6879.07292,11/1/2018
2.530368048,0.14,139.3545958,27.31875876,0.646476912,25.57,52.60494544,325.5189837,46387,328.6913992,6987.915804,2/18/2019
2.241714667,0.14,205.768792,24.12464677,0.565690876,25.84,5.866884887,279.8162742,46402,50.25019273,7070.425632,5/11/2019
0.859319352,0.14,44.02259231,32.39373038,0.265240188,25.2,14.45603805,267.7364664,46589,323.4278295,6982.668501,2/13/2019
1.670726354,0.14,67.82673597,23.90347067,0.523831878,25.86,22.67503219,177.7924913,47399,325.7514684,7170.27782,8/19/2019
2.468211369,0.14,320.2359509,25.26160634,0.629362237,25.74,12.46264038,308.62169,48109,209.9785668,7049.596587,4/21/2019
2.527560903,0.14,161.7194916,42.11734276,0.606674279,24.63,27.20634412,278.971559,48346,138.8112476,7163.039746,8/12/2019
0.960533278,0.14,242.6012725,23.0388588,0.293418442,25.94,38.69048887,151.9552124,48966,256.244056,7097.532745,6/8/2019
2.377594271,0.14,191.898125,23.46718317,0.578039332,25.9,30.61153128,287.9164729,49007,55.97178871,7076.405371,5/17/2019
1.620140949,0.14,220.1089865,22.41098594,0.430732996,26,74.11976663,254.7714315,49763,347.3544034,7006.488189,3/8/2019
2.588096809,0.14,21.6993928,28.08412925,0.61905246,25.51,39.0317693,292.116998,49968,246.637416,7087.512866,5/29/2019
2.742967364,0.14,190.7751015,35.68296739,0.637160413,24.99,1.139684629,309.9491569,51006,20.71668267,7040.18886,4/11/2019
1.394111851,0.14,33.85518551,38.41147312,0.321276859,24.83,13.74958112,291.4007237,52388,63.68060793,6904.210744,11/26/2018
0.812251616,0.14,33.16259623,37.36465384,0.371908151,24.89,38.9417436,45.15195743,52596,115.4093611,7138.571801,7/19/2019
2.392929253,0.14,179.9549937,24.01380408,0.58783454,25.85,5.827422112,336.0297458,52681,247.5136694,6908.011765,11/30/2018
2.204643014,0.14,140.2010018,29.67979952,0.582431567,25.39,20.08546157,297.3590894,53158,36.37303763,7056.154873,4/27/2019
1.845546814,0.14,223.0479982,31.36613181,0.499486434,25.27,28.97984392,214.2599258,53275,131.0644807,7154.956885,8/4/2019
2.560395939,0.14,246.371997,38.94582994,0.706102439,24.8,33.37745871,297.763475,53489,16.12124589,7035.474484,4/6/2019
1.654546371,0.14,203.0843702,31.94927173,0.412095111,25.23,14.70368405,257.8633444,53608,360.1563352,7019.295592,3/21/2019
1.221721765,0.14,251.9953233,31.51091129,0.308458316,25.26,32.61272001,51.95930743,53633,158.76207,7183.754158,9/2/2019
1.636598378,0.14,22.68567324,23.57550276,0.396997185,25.89,23.71707244,233.8630165,53635,226.4608813,7066.557287,5/8/2019
1.599169478,0.14,263.3557874,26.57424674,0.583969986,25.63,16.10625187,256.1542222,53689,322.9963505,6982.27597,2/12/2019
1.720315173,0.14,310.9836066,32.24489471,0.475072315,25.21,26.39313255,232.8210838,54085,303.6877006,7147.247472,7/27/2019
2.129001233,0.14,50.58944464,36.85199157,0.599851392,24.92,4.561904868,321.9081199,54917,62.1288341,6902.682321,11/25/2018
1.80107244,0.14,113.5493392,35.68296739,0.565813692,24.99,14.22781085,292.2952192,55099,9.105453491,7028.344358,3/30/2019
1.135419701,0.14,75.33349872,35.84767249,0.256056089,24.98,29.75051166,146.318485,55545,181.5224582,7020.697322,3/23/2019
3.376097754,0.14,55.03472328,25.26160634,0.926899213,25.74,16.42618181,311.8741461,55551,135.5497406,7159.637642,8/9/2019
2.036632067,0.14,152.2988078,35.19337873,0.528290252,25.02,5.298761713,294.1367972,57844,14.88859244,7034.151042,4/5/2019
0.965614641,0.14,294.9287188,23.0388588,0.349268123,25.94,20.82472643,82.87975511,58285,353.5214287,7012.648145,3/15/2019
2.431602399,0.14,314.24631,105.7939818,0.632418151,22.63,23.07548224,300.0111936,60084,241.5621499,7082.220965,5/23/2019
1.399483103,0.14,335.5981851,36.85199157,0.291641038,24.92,8.697740708,162.071637,61873,327.666649,7172.166149,8/21/2019
2.108662212,0.14,188.1692523,22.72275381,0.52886979,25.97,4.106926714,291.9609566,62069,3.523792647,7022.639042,3/25/2019
1.986110714,0.14,302.2140813,27.19324047,0.587164995,25.58,13.98594203,309.5256504,62137,161.6444523,7000.772909,3/3/2019
2.48882131,0.14,158.5952908,39.30619126,0.604976602,24.78,38.9536707,301.516716,62389,47.83407263,7067.978925,5/9/2019
1.173790401,0.14,70.0321126,22.72275381,0.549830827,25.97,20.67721671,214.7622376,64156,43.05332966,7063.040757,5/4/2019
1.099905926,0.14,78.63805532,45.33785437,0.199072656,24.47,42.37005901,31.23081061,64681,292.9617895,7136.011334,7/16/2019
2.873624785,0.14,9.319034815,23.46718317,0.651004485,25.9,10.26295465,357.4848081,64917,343.1245871,6822.991882,9/6/2018
2.053803266,0.14,306.2510741,22.51443035,0.593530555,25.99,11.74518824,338.2109247,65074,79.66607058,6919.99757,12/12/2018
1.158237467,0.14,31.42219663,49.02989499,0.167107479,24.3,16.84781002,215.9596191,65373,132.3788431,6971.75173,2/2/2019
1.652826849,0.14,329.6350551,25.73125467,0.409796135,25.7,29.28782942,221.3553695,66931,299.247041,7142.597406,7/23/2019
1.713560796,0.14,181.8320653,29.0042048,0.422815412,25.44,5.696774414,326.2730312,66937,232.5314534,6893.116524,11/15/2018
1.38035737,0.14,336.4102507,26.45214917,0.279239238,25.64,12.0792843,208.9966732,67080,246.8360512,7087.667317,5/29/2019
2.313150957,0.14,4.294924736,22.93300486,0.566005595,25.95,5.679349803,293.8167881,68554,211.0665509,7050.674442,4/22/2019
1.677658296,0.14,32.36487508,23.7936442,0.434423473,25.87,28.33365992,325.6186469,69546,26.9102855,6867.607116,10/21/2018
1.940752468,0.14,206.0952571,24.91500411,0.494371447,25.77,58.44531631,231.8030206,69583,124.5127724,7148.114573,7/28/2019
1.552201304,0.14,207.6791605,33.76454978,0.367277127,25.11,27.73421292,210.7629742,70199,66.09178327,7086.925862,5/28/2019
1.466626157,0.14,294.211421,22.51443035,0.717244856,25.99,41.22018721,331.8490247,70390,159.9161674,6819.698709,9/3/2018
1.67134366,0.14,17.09152937,39.4876204,0.413459078,24.77,23.9674328,266.4388444,70411,169.6945168,7008.813298,3/11/2019
2.400951883,0.14,11.79234266,64.9323264,0.581976317,23.69,9.718515933,288.6399094,71020,237.243459,7077.709516,5/19/2019
2.247486928,0.14,337.3150027,26.20963441,0.574276163,25.66,16.46185404,321.9091234,71191,126.1945466,6965.685438,1/27/2019
1.811199993,0.14,139.5081362,26.94393134,0.487683608,25.6,28.62839642,8.982744266,71780,167.5953131,6827.608387,9/11/2018
3.891775733,0.14,6.852486134,28.73829266,0.739963169,25.46,6.919424756,323.2348754,72061,257.6507035,7098.991792,6/9/2019
1.440660217,0.14,300.8397281,25.49534911,0.757727836,25.72,27.11101431,320.0880786,72190,180.9991096,6841.355791,9/24/2018
2.168380029,0.14,198.0394448,37.53712124,0.553070143,24.88,10.89440877,327.9585585,74328,247.0752274,6907.593594,11/30/2018
2.138232022,0.14,287.913487,32.24489471,0.667600466,25.21,10.53510949,333.735835,74345,104.2770551,6944.181872,1/5/2019
2.06364899,0.14,171.3900715,28.08412925,0.509886791,25.51,30.70988612,268.3524502,75613,79.47025604,7100.89338,6/11/2019
0.97842674,0.14,294.7550082,35.03167984,0.370607624,25.03,20.55854936,71.71067107,75878,11.03181688,7030.29814,4/1/2019
2.434458955,0.14,71.27532721,25.1455398,0.704336241,25.75,33.08164447,292.5872946,76050,195.5819183,7034.930089,4/6/2019
1.900769156,0.14,161.6936284,25.85002474,0.490243104,25.69,9.899936945,329.3214823,76220,253.7884287,6914.203044,12/6/2018
2.508878189,0.14,355.2131581,23.35936125,0.595285269,25.91,79.34455712,285.8400506,77429,278.5952265,7120.94756,7/1/2019
3.25146838,0.14,291.515286,24.01380408,0.890538087,25.85,13.08893278,346.7817229,77640,195.1618812,6855.763415,10/9/2018
2.4790279,0.14,311.497196,28.6062522,0.65277819,25.47,24.05314153,320.384289,78207,169.4892699,7008.613788,3/11/2019
2.240860549,0.14,261.1537957,32.84437206,0.70941541,25.17,9.552286802,279.533906,79850,26.7844883,7046.333501,4/17/2019
2.580798662,0.14,1.775997877,27.69880055,0.608347796,25.54,7.946642169,274.4965808,80358,331.4817101,7176.193027,8/25/2019
1.499000388,0.14,286.9227433,27.69880055,0.479412575,25.54,24.15428542,243.1802033,80370,245.3898704,7086.208819,5/27/2019
1.867797914,0.14,84.20925021,25.96934303,0.707676852,25.68,36.93696432,289.8262864,82229,28.08279828,7047.669505,4/19/2019
1.199524978,0.14,270.3728271,35.51901905,0.419444897,25,39.72830842,178.8725348,82468,342.0812483,7001.224656,3/3/2019
1.920871335,0.14,167.6658994,24.12464677,0.483274463,25.84,29.90574576,284.0150663,82560,14.12934916,7033.442908,4/4/2019
1.854406485,0.14,134.5164031,24.57315744,0.513514737,25.8,42.90899916,284.0238756,82618,27.66789541,7047.242212,4/18/2019
1.564595668,0.14,220.467056,23.0388588,0.408471728,25.94,46.77487322,245.0629569,82907,354.7265867,7013.868734,3/16/2019
2.164162287,0.14,246.6941088,23.0388588,0.64877602,25.94,12.26911383,333.1621184,84361,201.6528762,6862.317079,10/15/2018
1.534253347,0.14,203.6431655,22.82763727,0.352492496,25.96,53.95274206,200.2853915,84595,83.59298825,7105.219701,6/15/2019
1.287826058,0.14,280.7472038,25.26160634,0.557688943,25.74,17.3965529,202.9974712,84896,337.6006019,6996.771865,2/27/2019
1.526727262,0.14,20.12466788,33.14827729,0.351498178,25.15,61.65636723,227.0759488,85421,215.1546597,7054.924799,4/26/2019
1.742253406,0.14,305.6061101,47.91383832,0.83740169,24.35,12.4879091,201.1863228,85457,121.8436995,7145.318389,7/25/2019
3.0142856,0.14,125.9686965,28.73829266,0.726819991,25.46,3.431803127,328.4375575,85522,1.99727696,7021.168827,3/23/2019
1.281525248,0.14,239.5314682,29.13808213,0.307950586,25.43,25.27757977,311.8336373,87153,180.4757781,6840.809166,9/24/2018
2.767380178,0.14,159.8473781,24.80053006,0.643299435,25.78,21.68447831,307.9196661,87512,56.68797854,7077.140578,5/18/2019
2.653306106,0.14,272.526083,26.20963441,0.794741582,25.66,45.28688905,270.3390684,87652,141.5720261,7165.926197,8/15/2019
2.411513671,0.14,86.09251499,24.23600108,0.755024214,25.83,25.95810013,306.7104363,88138,137.1965508,6976.545938,2/7/2019
1.497702038,0.14,355.9470856,28.6062522,0.336735702,25.47,35.68137909,257.5784952,88793,172.8510598,7011.982821,3/14/2019
1.992368037,0.14,356.2129462,22.72275381,0.496251774,25.97,10.83975221,354.422294,89119,-3.188162873,6837.030424,9/20/2018
3.936211143,0.14,22.30558276,30.09268666,0.75421233,25.36,12.96465091,330.9116184,89198,192.5528869,7031.841612,4/3/2019
1.629399969,0.14,223.8808885,22.61835224,0.437256499,25.98,27.69990287,238.1638924,90446,21.01681766,7040.445088,4/11/2019
1.410631761,0.14,151.8146074,33.30128278,0.306353082,25.14,6.037033046,234.2793449,90498,36.57287769,7056.23159,4/27/2019
2.233752926,0.14,124.335435,24.01380408,0.63155306,25.85,38.71795355,318.3154616,90681,337.5841808,6996.74597,2/27/2019
2.570490028,0.14,18.02710533,25.61303029,0.621807676,25.71,22.9129877,340.2988087,90756,45.70688546,6886.417141,11/8/2018
1.724699873,0.14,194.3042824,37.36465384,0.429563018,24.89,7.124253,329.0026598,91009,216.5668257,6877.234441,10/30/2018
1.939951552,0.14,316.0192072,48.35717961,0.526602372,24.33,58.53143729,261.0155291,93184,280.9727016,7123.441227,7/3/2019
3.701728109,0.14,80.13890147,26.69690789,0.83243427,25.62,18.88159127,326.9802693,93658,175.8762547,7015.02318,3/17/2019
1.402624011,0.14,329.8554683,22.93300486,0.306755934,25.95,10.25849135,238.8518535,93848,208.7888531,7048.319487,4/19/2019
1.678776294,0.14,20.47717452,29.13808213,0.424980407,25.43,26.84574731,302.9361752,94103,86.98010864,6927.197393,12/19/2018
2.741172016,0.14,200.6383847,43.09838169,0.641016658,24.58,20.99472747,302.208652,94428,47.73087727,7067.861849,5/9/2019
1.221794194,0.14,84.67071891,27.44485642,0.479755299,25.56,56.03320469,325.6104804,94605,260.9362034,6921.274299,12/13/2018
1.320838457,0.14,255.830732,23.14520134,0.40203539,25.93,45.04416583,321.4735732,94905,163.0726894,6822.955176,9/6/2018
1.68956337,0.14,181.0815238,41.15863499,0.404554959,24.68,39.78491942,353.7961944,95067,170.7790766,6830.882993,9/14/2018
1.51858485,0.14,312.685318,58.40647056,0.398440475,23.92,9.75579658,255.5811297,96348,214.3744261,7054.081345,4/25/2019
2.430758843,0.14,290.2716208,24.91500411,0.70054447,25.77,83.63707838,318.5372883,96452,180.4373591,7019.615015,3/22/2019
2.52679722,0.14,334.8505676,26.82013522,0.61564409,25.61,23.74935406,305.2725936,96666,220.7894444,7060.710446,5/2/2019
0.989635783,0.14,90.22016644,24.34786937,0.073796488,25.82,37.4710732,130.7306152,97982,125.8022554,6965.319784,1/26/2019
2.503965464,0.14,8.481273651,23.90347067,0.608199128,25.86,34.8495939,320.5408179,98410,130.5640732,6970.007993,1/31/2019
0.861957934,0.14,219.3175229,25.96934303,0.254232407,25.68,11.76992656,198.0480022,98924,206.6988296,7046.195002,4/17/2019
1.341054787,0.14,30.16798496,29.81679525,0.918982074,25.38,32.82838128,169.0309481,99100,132.5376997,7156.501621,8/6/2019
2.568968907,0.14,158.7912087,29.95442333,0.627178086,25.37,39.57666424,332.0353442,99140,291.1364235,6950.921315,1/12/2019
1.890919483,0.14,147.6775655,36.34636329,0.493395593,24.95,3.456913867,231.7586305,99597,157.439499,7182.334441,8/31/2019
2.239593724,0.14,170.7321545,25.96934303,0.558481213,25.68,46.93383524,305.7306889,99812,350.8380817,7009.970309,3/12/2019
1.474521512,0.14,169.6206357,32.99597479,0.333501716,25.16,10.00869694,275.3159765,101017,321.4471024,6980.654926,2/11/2019
0.976914141,0.14,47.76886582,25.85002474,0.646655472,25.69,30.58771805,176.4363159,101369,32.56791015,7052.264513,4/23/2019
1.435991398,0.14,49.64806437,25.37820862,0.370195202,25.73,25.32090728,214.8559629,101731,192.4532518,7031.744966,4/3/2019
