a,albedo,arg_peri,diameter,e,H,i,anomaly,name,long_node,t_impact,d_impact
2.501049235,0.14,142.97075,25.73125467,0.631663774,25.7,28.41657001,357.5541465,194425,194.7038642,6855.292581,10/8/2018
1.644568626,0.14,355.5132759,24.23600108,0.398213816,25.83,60.30701859,329.2961108,194589,46.76734329,6887.487392,11/9/2018
2.563697581,0.14,306.1841691,27.69880055,0.679335199,25.54,14.7618313,345.3169843,194834,74.33145507,6914.754773,12/7/2018
1.154436445,0.14,285.6130314,34.55102717,0.497322514,25.06,23.59276467,132.6987803,194983,25.08499255,7044.600613,4/16/2019
1.326396178,0.14,130.5481553,28.2137597,0.308907557,25.5,4.029030596,249.4262334,195256,10.93577103,7030.08056,4/1/2019
1.547999599,0.14,125.5349404,26.33061258,0.430699339,25.65,49.98405918,255.6227631,196743,43.90094231,7063.924314,5/5/2019
1.241534675,0.14,303.8606894,31.07856538,0.281243896,25.29,45.82868326,336.4059046,197159,55.98848915,6896.644445,11/19/2018
3.196910751,0.14,68.27393532,58.40647056,0.774497754,23.92,24.34369169,319.4986709,197436,173.6802725,7012.817987,3/15/2019
1.238879143,0.14,327.768259,24.12464677,0.228570119,25.84,12.49139083,279.5142811,197452,119.0754759,6958.622337,1/20/2019
1.180728042,0.14,246.4889574,28.87094259,0.594025435,25.45,18.28314407,233.1235312,199247,198.7975852,7038.196317,4/9/2019
2.752703996,0.14,357.7131486,25.37820862,0.631019026,25.73,6.456706423,290.3042649,201115,299.442328,7142.783341,7/23/2019
3.505471855,0.14,200.6274319,48.35717961,0.725413986,24.33,31.13911719,346.4116504,201154,232.4705716,6893.156669,11/15/2018
1.873371245,0.14,335.8970475,26.57424674,0.475995142,25.63,38.23823742,270.4117403,201236,230.7693392,7071.021262,5/12/2019
0.825654769,0.14,141.3876244,22.93300486,0.597898914,25.95,15.44963557,216.9131577,201477,26.84519445,6867.540405,10/21/2018
2.129486161,0.14,2.242959738,35.19337873,0.5331162,25.02,7.988506346,342.3085749,201631,31.22548153,6871.885946,10/25/2018
1.143480119,0.14,134.8388851,23.90347067,0.164995612,25.86,13.83890469,354.9604693,201849,204.337319,6864.97426,10/18/2018
2.195348579,0.14,214.5417801,35.03167984,0.572131827,25.03,2.46127627,282.8528123,202601,26.43381119,7045.98179,4/17/2019
0.902902701,0.14,43.90231133,22.82763727,0.168408716,25.96,16.17896408,240.3652936,205271,8.579769094,7027.776644,3/30/2019
1.090908343,0.14,49.33208942,23.7936442,0.102970388,25.87,31.31874962,94.63803927,205823,237.0839334,7077.568235,5/19/2019
1.776466575,0.14,225.7812899,27.57153612,0.498243595,25.55,17.60816973,269.6890209,206093,341.4613179,7000.594573,3/3/2019
1.550500699,0.14,190.8969019,23.68432234,0.354958252,25.88,7.109997632,236.3399718,206335,31.04125806,7050.569777,4/22/2019
1.632808384,0.14,81.17080092,26.20963441,0.574538452,25.66,31.30418145,226.0830556,206364,211.9666529,7051.652741,4/23/2019
1.872222227,0.14,217.9818499,24.01380408,0.506123847,25.85,29.48286598,329.3331407,207084,207.6360983,6868.343657,10/21/2018
1.666054013,0.14,47.41446018,40.03694792,0.461431977,24.74,27.70061976,326.2951915,207857,14.52577701,6855.106299,10/8/2018
2.495264,0.14,238.9333034,29.40769349,0.882234807,25.41,67.03588279,299.2400042,207941,260.8288008,7102.330353,6/12/2019
1.317571607,0.14,305.0504315,28.6062522,0.324546487,25.47,21.7320075,263.1806778,208424,171.3251307,7010.441207,3/12/2019
2.752438169,0.14,309.1184735,34.39227962,0.696625697,25.07,16.56497018,344.26987,208487,84.48793785,6924.747178,12/17/2018
0.775414672,0.14,347.8284359,32.24489471,0.280747913,25.21,13.0255495,348.9150884,209400,305.1692794,6964.644722,1/26/2019
1.353365233,0.14,217.8016001,43.09838169,0.300741353,24.58,38.56776148,306.4512626,209723,210.7865509,6871.511953,10/25/2018
1.387415764,0.14,191.1176377,52.77897639,0.286624391,24.14,10.70660506,237.2977413,210372,352.4906411,7011.532975,3/14/2019
2.083420929,0.14,152.8558972,25.37820862,0.544031553,25.73,7.199395892,310.8926175,210691,329.6885414,6988.863101,2/19/2019
1.75708415,0.14,230.4965276,28.47481841,0.499907036,25.48,38.16462372,329.3495409,211284,192.1939151,6852.749955,10/6/2018
1.447246109,0.14,166.9891928,30.09268666,0.315428156,25.36,30.27912411,250.7064914,211285,3.260912771,7022.449515,3/24/2019
2.511826479,0.14,37.86153674,25.26160634,0.638913985,25.74,9.343219117,333.3703557,211350,57.43598444,6898.049528,11/20/2018
1.003692141,0.14,289.9851179,29.95442333,0.383644028,25.37,13.34937775,146.1343019,211651,310.1283067,6969.577619,1/31/2019
1.782279766,0.14,351.5687764,28.2137597,0.43772369,25.5,39.43203728,356.6467252,214111,353.0971126,6833.264353,9/16/2018
2.51196872,0.14,106.8146825,37.19297885,0.717564745,24.9,13.75819595,10.54430924,214138,159.3172309,6819.07523,9/2/2018
2.051920864,0.14,342.1380758,47.69369423,0.527079751,24.36,8.393639703,335.5466663,214585,64.52618731,6905.034644,11/27/2018
1.640786216,0.14,144.0840438,28.47481841,0.417166127,25.48,11.96448546,248.6437378,215710,64.44357488,7085.166505,5/26/2019
0.713769996,0.14,190.9966707,24.57315744,0.400393957,25.8,20.50781398,20.16230847,216202,60.89107666,6901.476669,11/23/2018
1.708059323,0.14,70.07754922,22.82763727,0.543570885,25.96,28.29855452,214.0821041,217192,259.4710169,7100.910402,6/11/2019
1.517142123,0.14,324.7856748,24.01380408,0.380564258,25.85,21.14382243,336.5692224,218121,50.41177003,6891.091343,11/13/2018
1.54865899,0.14,40.32019973,27.9550944,0.403286879,25.52,11.95102146,310.7274032,218235,41.41223204,6882.105746,11/4/2018
2.546580565,0.14,331.5015185,32.69346587,0.624102022,25.18,0.568827328,359.9999714,218760,359.639889,6839.813419,9/23/2018
1.504240105,0.14,28.90325904,24.57315744,0.349032726,25.8,6.488584673,207.1374718,218804,238.5753783,7079.053003,5/20/2019
1.307104993,0.14,15.51772714,26.33061258,0.232376184,25.65,17.43794429,182.9560583,218963,231.8238768,7072.079741,5/13/2019
0.984746054,0.14,105.9975797,25.26160634,0.260257313,25.74,22.59952588,108.5824947,219134,152.6889197,6991.86295,2/22/2019
1.618634596,0.14,23.50307107,23.46718317,0.399973288,25.9,2.097413289,325.4530544,221109,29.85654902,6870.418712,10/23/2018
2.260017152,0.14,189.6332569,24.57315744,0.564112243,25.8,15.4399136,337.1714153,222003,228.3089906,6889.004715,11/11/2018
2.040504385,0.14,14.60250378,25.49534911,0.509446155,25.72,15.20781461,236.5129929,222340,326.4714131,7171.00646,8/20/2019
2.582684734,0.14,254.8032475,35.35582398,0.837598032,25.01,12.29249105,330.4927161,222577,145.4293246,6984.680304,2/15/2019
2.912637267,0.14,140.5390969,29.0042048,0.692756433,25.44,5.241259611,333.1795123,222690,321.8209624,6981.082079,2/11/2019
0.750087311,0.14,200.5740573,23.14520134,0.413349819,25.93,19.08496094,75.74856111,224334,253.9232916,7095.093835,6/5/2019
1.547872027,0.14,184.5709187,23.0388588,0.356307926,25.94,27.30545837,252.785811,225377,4.310384171,7023.505499,3/26/2019
1.766604768,0.14,185.5706601,40.03694792,0.436995332,24.74,25.61049474,337.709505,225744,205.7195693,6866.410348,10/19/2018
1.652729143,0.14,250.4987258,24.68658198,0.52875233,25.79,32.89783422,215.9651642,225912,59.94647857,7080.538547,5/22/2019
2.559523344,0.14,118.380636,27.69880055,0.881246752,25.54,21.976162,315.9241802,226709,121.8010157,6961.388561,1/22/2019
2.019003919,0.14,167.4586746,27.06829887,0.514596017,25.59,81.67170759,305.2702513,226832,328.1578353,6987.388069,2/17/2019
1.9507236,0.14,14.27297831,27.69880055,0.491888256,25.54,0.945840231,345.0151232,227254,7.167266736,6847.528726,10/1/2018
2.843414021,0.14,250.8643699,28.73829266,0.745415267,25.46,34.15218413,292.779736,228850,80.75165141,7102.243787,6/12/2019
2.638043688,0.14,343.8220203,25.85002474,0.630038242,25.69,17.64818519,320.8151908,229034,161.7246204,7000.847495,3/3/2019
0.969273123,0.14,128.2710189,23.68432234,0.564846855,25.88,66.47235353,6.33014471,229793,258.4611359,7099.85297,6/10/2019
1.749908762,0.14,336.1164951,125.4471974,0.434385754,22.26,10.26739912,231.1596993,230258,297.5982689,7140.834605,7/21/2019
1.348717396,0.14,186.3569997,23.14520134,0.263877941,25.93,13.42231809,321.56157,230313,212.6671822,6873.344628,10/26/2018
1.813657627,0.14,317.0777035,22.93300486,0.489311741,25.95,39.18018304,240.6953156,230449,303.9521289,7147.532449,7/28/2019
1.064236428,0.14,236.9683921,24.68658198,0.100390751,25.79,61.27847327,122.642774,231034,9.967586575,7029.237509,3/31/2019
1.741493864,0.14,138.5314339,23.14520134,0.46436449,25.93,51.73322888,225.9695474,231749,139.402573,7163.662705,8/13/2019
2.683571401,0.14,359.6345758,27.44485642,0.622387414,25.56,28.75836916,299.6648301,231776,246.5396342,7087.407143,5/28/2019
1.794596869,0.14,268.5879833,31.22201752,0.666521307,25.28,28.49457555,240.2943469,231976,315.4691378,7159.562521,8/9/2019
2.159541801,0.14,275.1159811,26.57424674,0.707737761,25.63,0.771876446,287.6615241,232456,256.6320771,7098.031222,6/8/2019
1.369205819,0.14,155.1763567,44.30583881,0.284368075,24.52,41.2679335,352.8065307,233572,191.0065452,6851.544604,10/5/2018
2.47556912,0.14,300.2415848,39.30619126,0.671210054,24.78,3.742621156,291.3972668,233949,286.6294354,7129.37151,7/9/2019
2.145310694,0.14,189.9699546,23.35936125,0.530001468,25.91,36.92607019,249.415176,234073,138.038515,7162.238833,8/11/2019
1.675433648,0.14,278.2288992,40.40740524,0.678557189,24.72,53.36568858,237.8867883,234098,18.17792679,7037.56705,4/9/2019
1.548318633,0.14,87.6464045,23.90347067,0.612866543,25.86,7.717879644,290.8433313,235134,344.1745861,7003.309392,3/5/2019
2.193563896,0.14,54.33790684,22.82763727,0.612624836,25.96,2.371339889,272.5689971,235254,227.698191,7067.885188,5/9/2019
2.986642349,0.14,325.7550359,51.34060275,0.686919689,24.2,4.048003345,319.5270455,235524,215.5830191,7055.355983,4/26/2019
1.713363039,0.14,8.76003027,26.45214917,0.411033282,25.64,30.9631539,202.786415,235757,323.6877209,7168.127184,8/17/2019
0.754254903,0.14,31.59935117,26.82013522,0.514242954,25.61,22.09338181,336.0350089,235924,242.0098496,6902.609815,11/25/2018
2.492875245,0.14,10.74234366,31.22201752,0.606888654,25.28,23.95696097,335.6987117,236584,66.1084273,6906.648404,11/29/2018
1.503505579,0.14,140.5252111,27.06829887,0.373178457,25.59,30.73361108,7.894222259,237158,175.6599775,6835.886214,9/19/2018
2.84484551,0.14,155.6801909,31.07856538,0.660253517,25.29,25.63313839,318.2746301,238158,20.3475267,7039.761337,4/11/2019
1.795284405,0.14,236.2401724,23.68432234,0.534809054,25.88,4.526154435,274.4279052,238263,328.0877515,6987.312627,2/17/2019
1.648048716,0.14,79.98410583,70.54414321,0.582387301,23.51,32.8110603,256.7702375,238770,152.3717746,6991.562424,2/22/2019
1.961817912,0.14,26.54894471,27.57153612,0.510405632,25.55,7.407315206,280.2078105,238869,180.1373999,7019.266343,3/21/2019
2.821242654,0.14,0.131471157,26.45214917,0.644560162,25.64,6.594178163,313.1662316,239162,203.5744476,7043.021306,4/14/2019
1.895476487,0.14,55.59137821,37.02209263,0.55776316,24.91,4.600841835,322.7286099,239243,36.91898398,6877.620713,10/31/2018
2.852327259,0.14,146.4981633,26.20963441,0.667656315,25.66,81.5131369,297.5304262,239935,125.1426587,7148.774849,7/29/2019
2.022857904,0.14,147.1018106,25.96934303,0.536607797,25.68,8.642673794,303.5738603,240067,348.9851055,7008.076739,3/10/2019
2.188957438,0.14,324.872514,33.30128278,0.568914652,25.14,15.26994608,258.4555923,240529,334.1378117,7178.967856,8/28/2019
1.520802966,0.14,49.45671558,61.15908272,0.403037527,23.82,38.24794046,339.2852502,240530,338.2668358,6817.996128,9/1/2018
1.263926111,0.14,252.4663997,26.57424674,0.340601827,25.63,25.81620173,134.6200357,240926,66.5115237,7087.363654,5/28/2019
1.645146006,0.14,126.0396409,37.19297885,0.482474558,24.9,7.808096079,320.3747364,241803,281.9015753,6941.867252,1/3/2019
1.739648676,0.14,201.5050721,33.92039986,0.441180072,25.1,45.62091454,270.1955417,241806,350.2560468,7009.387377,3/11/2019
2.588785613,0.14,140.453293,33.60941576,0.64949537,25.12,6.694030212,318.1290626,241891,4.537486089,7023.718248,3/26/2019
1.561283788,0.14,238.4221977,37.88444795,0.46538453,24.86,15.57824052,273.1411326,243409,288.2066517,6948.042497,1/9/2019
1.201429617,0.14,275.4179227,24.12464677,0.357435236,25.84,57.52303173,148.6229387,243486,317.259318,7161.43234,8/10/2019
1.414560464,0.14,222.736465,23.68432234,0.346892128,25.88,33.36961366,301.5802722,245530,222.1594272,6882.894748,11/5/2018
1.845327358,0.14,200.6882617,30.09268666,0.467467626,25.36,10.13622343,264.0191966,246114,25.46567269,7044.940798,4/16/2019
1.544154739,0.14,28.06411386,27.82665241,0.371157951,25.53,33.71298931,231.8876041,246356,204.1321269,7043.627824,4/15/2019
1.313367221,0.14,128.843708,25.37820862,0.300105237,25.73,31.72778235,233.6423424,246565,33.90414401,7053.628271,4/25/2019
2.004393044,0.14,247.4464953,30.93577234,0.621034736,25.3,78.99155707,277.0508094,246847,354.5702044,7013.714809,3/16/2019
2.057851727,0.14,310.0417435,26.45214917,0.584412745,25.64,16.04373306,322.0024033,246956,127.4115336,6966.891342,1/28/2019
1.475371358,0.14,134.3766493,33.92039986,0.374585458,25.1,23.56225259,252.1440623,247288,31.52985049,7051.188529,4/22/2019
1.244920527,0.14,225.9326041,22.82763727,0.806301582,25.96,22.73752739,344.397266,247554,42.49016766,6883.224208,11/5/2018
1.310345826,0.14,295.4025578,26.82013522,0.351710916,25.61,20.01496397,4.455845173,247556,19.99350017,6860.627891,10/14/2018
0.820459577,0.14,323.0200946,23.0388588,0.635102571,25.94,55.85715998,29.39031347,247633,351.526001,7010.66046,3/13/2019
2.55064785,0.14,207.8483489,27.31875876,0.623026849,25.57,7.857443965,297.2384719,247721,36.04272152,7055.795139,4/27/2019
1.183477271,0.14,293.5403216,31.51091129,0.247195641,25.26,4.697739772,203.9749514,248902,236.8465291,7077.214212,5/18/2019
2.472600754,0.14,14.17754531,29.40769349,0.604098042,25.41,28.64763886,311.7286282,249265,158.1735931,6997.324348,2/27/2019
1.87128101,0.14,257.2329211,23.90347067,0.632244438,25.86,25.15194882,305.9936397,251787,252.3093207,6912.781225,12/5/2018
1.338393793,0.14,327.3924172,24.68658198,0.267700431,25.79,19.31519446,205.1444821,252254,249.4493762,7090.419939,5/31/2019
0.98016853,0.14,111.05187,23.7936442,0.324290699,25.87,34.66623503,94.1992206,252882,168.0016001,7007.128174,3/9/2019
1.558216989,0.14,118.090657,22.51443035,0.773081739,25.99,20.48722404,290.5296097,254855,69.87889679,6910.37758,12/2/2018
1.454670721,0.14,302.8768015,22.93300486,0.409671828,25.95,29.17395907,344.4533765,255271,47.85429131,6888.55993,11/11/2018
1.295686415,0.14,183.8044329,51.8156515,0.223006323,24.18,58.7090937,196.6016836,256120,39.0990477,7058.976908,4/30/2019
1.194947737,0.14,242.4114794,25.73125467,0.262156187,25.7,17.25643822,274.7795103,257295,219.5089848,6880.229273,11/2/2018
2.480994308,0.14,225.8975208,22.72275381,0.641875293,25.97,34.10244094,350.6193722,258607,162.1323301,6821.984503,9/5/2018
1.433159722,0.14,236.5992504,23.90347067,0.38610018,25.86,14.84440991,199.1051974,259147,34.1572918,7053.871265,4/25/2019
1.980073568,0.14,11.05442405,23.90347067,0.50198185,25.86,17.95146917,290.5558748,260064,166.1787986,7005.288481,3/7/2019
1.295961013,0.14,54.65722919,29.54343323,0.309239266,25.4,8.180181712,200.4620623,261117,173.5217963,7012.609304,3/15/2019
1.744354657,0.14,318.8522959,22.51443035,0.478849114,25.99,27.88436792,300.9251044,261427,148.3531517,6987.569473,2/18/2019
1.258214131,0.14,98.50650787,26.33061258,0.398904338,25.65,35.60442062,251.3736267,261659,10.59911552,7029.869544,4/1/2019
1.588573346,0.14,287.5572467,67.0596007,0.70454081,23.62,18.63125386,192.5455137,261677,86.54396057,7108.311692,6/18/2019
2.459508468,0.14,215.5239862,29.81679525,0.627117955,25.38,20.04507112,332.658093,261689,238.2565586,6898.891366,11/21/2018
2.334472421,0.14,122.5236189,24.12464677,0.643742425,25.84,23.44543825,279.6632413,262048,124.7855238,7148.392406,7/28/2019
2.882885802,0.14,134.3843687,38.58877242,0.701084545,24.82,47.44359516,343.4310527,262594,271.2131897,6931.372697,12/23/2018
0.993422005,0.14,256.8322098,38.05931462,0.226034149,24.85,48.01921009,244.6516169,265029,172.2517658,7011.388351,3/13/2019
1.738237353,0.14,268.3375239,28.08412925,0.666148449,25.51,30.92572,312.836091,265192,135.8782136,6975.246106,2/5/2019
1.757823019,0.14,254.9673826,34.39227962,0.728643581,25.07,35.13574908,249.3019947,266760,285.7562808,7128.456068,7/8/2019
1.689537054,0.14,302.7550507,36.85199157,0.489258974,24.92,24.7072455,247.8987702,267448,268.664095,7110.532461,6/21/2019
2.173245198,0.14,25.54617405,24.46025403,0.557930689,25.81,67.91713488,338.431766,267917,27.36617327,6868.07652,10/21/2018
2.649541638,0.14,8.093801737,22.93300486,0.619263295,25.95,66.03740456,278.5888201,268478,323.2537021,7167.679175,8/17/2019
1.362271675,0.14,161.2896623,44.51034527,0.284105705,24.51,30.20396217,316.1136629,268501,244.4806562,6905.051605,11/27/2018
1.352062172,0.14,169.5545635,35.51901905,0.26621064,25,27.77598918,240.5117011,268719,358.7586075,7017.911785,3/20/2019
2.21522707,0.14,53.22701097,23.46718317,0.612825555,25.9,22.68740472,243.1218966,268800,326.5338796,7171.091172,8/20/2019
1.556290837,0.14,191.1619163,36.68267205,0.369472264,24.93,19.474676,274.0824298,268930,318.4642603,6977.78037,2/8/2019
1.038896768,0.14,283.174721,24.01380408,0.307407356,25.85,6.262446097,322.2641225,269221,148.111802,7172.674812,8/22/2019
1.401969269,0.14,253.65457,26.45214917,0.640570735,25.64,1.309822986,241.6860965,270542,229.322106,7069.620613,5/11/2019
3.345962963,0.14,49.45268154,30.09268666,0.745497603,25.36,69.46859329,319.3122236,270713,197.9008391,7037.286813,4/8/2019
1.313499558,0.14,299.3578827,33.14827729,0.32593068,25.15,37.82532758,161.6538564,271076,325.3184014,7169.822435,8/19/2019
2.736933909,0.14,124.4457704,23.14520134,0.695595484,25.93,21.36632223,293.4872952,271190,137.1392399,7161.298229,8/10/2019
1.843421077,0.14,152.8329134,37.71038472,0.47052662,24.87,4.649291862,229.2257735,271745,147.9340953,7172.465157,8/21/2019
2.331047934,0.14,279.056586,23.25203474,0.722350305,25.92,40.28976386,311.9460754,273120,197.0758535,7036.446706,4/7/2019
1.51038003,0.14,345.892632,23.35936125,0.353550399,25.91,26.85014296,290.0720046,273224,122.0375763,6961.609871,1/23/2019
2.45788821,0.14,349.6226084,54.50808985,0.591740964,24.07,12.08126141,268.959861,273412,337.4014142,7182.330578,8/31/2019
2.513865477,0.14,66.30414248,35.03167984,0.700952639,25.03,46.9983574,339.2676713,273995,20.06116345,6860.711512,10/14/2018
1.583902484,0.14,188.1794829,27.57153612,0.37559722,25.55,28.50138,264.9462892,273997,344.1328192,7003.261038,3/5/2019
0.767621343,0.14,13.16333771,33.14827729,0.323872925,25.15,36.85139585,181.6656771,274759,26.45893216,7046.000681,4/17/2019
2.471800165,0.14,177.9785344,25.37820862,0.592438409,25.73,6.809081821,298.8363689,275538,40.87532712,7060.730828,5/2/2019
2.503537804,0.14,231.8228531,24.57315744,0.666044848,25.8,7.97952105,329.3858591,275728,245.5403791,6906.107159,11/28/2018
1.742725043,0.14,196.4818807,35.19337873,0.428788435,25.02,15.59017443,351.4479195,276329,164.0345054,6823.923851,9/7/2018
1.621223518,0.14,313.5174465,23.46718317,0.450451776,25.9,6.275535604,333.6926063,276428,67.87617994,6908.3511,11/30/2018
2.219882923,0.14,245.9658247,23.0388588,0.835550441,25.94,22.2603686,275.7766174,276493,301.1596126,7144.616357,7/25/2019
2.635299371,0.14,107.0366085,24.12464677,0.73816407,25.84,18.72744312,333.0207951,276791,317.4089771,6976.760491,2/7/2019
1.915880412,0.14,347.9406488,32.39373038,0.477078332,25.2,9.878330991,271.4059974,277574,226.4058265,7066.45687,5/7/2019
2.431660013,0.14,178.4212089,25.37820862,0.583163815,25.73,75.89174663,289.7243282,278563,68.70369935,7089.66336,5/31/2019
2.429978256,0.14,88.88457656,34.23426145,0.766341139,25.08,75.03143923,304.2774578,279533,148.8309367,6988.054966,2/18/2019
2.234565288,0.14,16.28483891,34.39227962,0.559152069,25.07,115.8492539,293.1830355,279633,192.0885486,7031.385801,4/2/2019
1.783467028,0.14,158.5194647,25.96934303,0.456634568,25.68,10.11504175,338.7000007,280157,226.2263162,6886.914362,11/9/2018
2.047941217,0.14,53.77400994,24.46025403,0.589340984,25.81,10.05791517,285.5866086,280261,162.7076582,7001.832184,3/4/2019
0.818521234,0.14,198.2313234,35.68296739,0.243304938,24.99,14.33766657,112.2561866,280580,6.826284328,6847.241317,9/30/2018
1.119866446,0.14,298.111546,45.75736037,0.165928821,24.45,23.72260571,195.5777375,280981,230.8711806,7071.110221,5/12/2019
2.532207312,0.14,325.0216448,24.01380408,0.627358817,25.85,38.4001065,283.3134409,281200,314.2552021,7158.295901,8/7/2019
2.500244635,0.14,142.9205069,35.35582398,0.625236656,25.01,8.869796786,294.7435039,281648,86.27961655,7107.991566,6/18/2019
1.11707615,0.14,22.30692387,37.71038472,0.105316712,24.87,31.88628799,142.4740488,281899,217.1321658,7056.949375,4/28/2019
0.891253218,0.14,136.4037904,38.41147312,0.58716655,24.83,9.846957226,310.6621465,282132,265.0349769,7106.741913,6/17/2019
0.930449244,0.14,126.2396586,23.35936125,0.445043773,25.91,32.32389153,259.0255781,282466,323.719739,7168.160848,8/17/2019
2.021822238,0.14,45.77773333,41.92383114,0.5636556,24.64,6.405301857,324.4052907,282866,47.78928285,6888.461264,11/10/2018
2.476718646,0.14,288.4990346,25.26160634,0.709640589,25.74,5.837374244,313.1978412,283025,206.5391657,7046.097775,4/17/2019
1.71225532,0.14,29.77308869,23.68432234,0.448303346,25.88,3.36113065,283.054175,283242,129.7534406,6969.100322,1/30/2019
2.015202296,0.14,2.870221138,22.51443035,0.50843382,25.99,8.308097591,296.3485089,283375,161.261798,7000.334117,3/2/2019
2.332438762,0.14,331.6382682,22.51443035,0.585675574,25.99,11.94403864,267.4515956,283981,330.1712399,7174.851659,8/24/2019
2.215045056,0.14,276.5767765,29.81679525,0.763786168,25.38,28.46051962,239.5996403,284277,149.5708754,7174.240338,8/23/2019
1.589053014,0.14,320.3783119,34.23426145,0.413329351,25.08,20.31842226,357.5800863,284728,14.24200802,6854.8111,10/8/2018
2.096878573,0.14,302.4332178,28.6062522,0.609742289,25.47,23.99830475,352.8623495,285654,38.2480949,6878.982113,11/1/2018
2.024514955,0.14,198.5934739,31.80247816,0.519710281,25.24,14.06550319,330.3819391,287349,228.9982834,6889.685916,11/12/2018
1.735545886,0.14,282.0551455,36.17936692,0.598254601,24.96,46.91721551,302.3946988,288362,159.5141335,6998.665695,3/1/2019
2.458221872,0.14,48.29994321,22.82763727,0.641331929,25.96,6.307514161,280.8318987,288421,251.6115346,7092.70712,6/3/2019
2.158425223,0.14,244.616164,29.27257741,0.835613664,25.42,36.33406317,269.2402966,288633,309.993435,7153.851332,8/3/2019
1.565591253,0.14,232.4202186,26.33061258,0.445527569,25.65,13.68741296,296.2056243,289241,245.1264456,6905.682228,11/28/2018
0.933018291,0.14,121.7112261,23.57550276,0.207481885,25.89,26.72735521,230.6622389,289242,4.560296724,6844.975193,9/28/2018
1.151723071,0.14,230.6401169,31.36613181,0.736006817,25.27,13.19552896,256.2176023,289306,156.1233674,6995.288247,2/25/2019
2.388849846,0.14,39.08683419,32.54325304,0.617404853,25.19,17.12021875,295.4511455,289614,191.5586002,7030.837885,4/2/2019
1.873980254,0.14,216.2699702,25.26160634,0.505153797,25.74,30.21622366,277.9251768,289776,344.4485465,7003.580205,3/6/2019
1.819465894,0.14,295.8654428,37.36465384,0.798492746,24.89,48.67652936,199.8500239,290372,146.8954447,7171.463695,8/20/2019
2.361270585,0.14,277.0014453,25.1455398,0.736646819,25.75,12.65637303,353.4760811,290482,45.54915409,6886.26322,11/8/2018
2.635480231,0.14,75.91606379,24.57315744,0.832643315,25.8,44.06175017,307.7727037,290664,68.10296165,7089.038224,5/30/2019
1.544748592,0.14,5.612865686,33.14827729,0.363345144,25.15,48.1479193,281.0756259,290711,127.4779264,6966.973937,1/28/2019
1.645340879,0.14,256.1763185,37.19297885,0.550854949,24.9,43.50467329,212.4532898,290824,63.65137722,7084.398359,5/25/2019
1.866935767,0.14,353.7316883,28.2137597,0.471569941,25.5,10.89758113,295.8017027,290859,150.0840069,6989.230714,2/19/2019
1.140330998,0.14,253.3096433,22.82763727,0.489846532,25.96,34.51145262,209.2805716,291054,224.8041377,7064.857059,5/6/2019
2.429295062,0.14,34.43007946,41.92383114,0.610032758,24.64,37.50099242,265.2725027,291615,311.3962148,7155.314011,8/4/2019
0.802835777,0.14,325.4160368,23.25203474,0.669224759,25.92,19.17023074,60.47759505,292629,323.2817972,6982.559535,2/13/2019
2.752912563,0.14,245.9644192,25.1455398,0.727102533,25.75,37.03269735,344.5419156,293442,188.4575232,6848.956207,10/2/2018
0.970288309,0.14,229.4558787,38.41147312,0.60476821,24.83,34.9617776,67.76854509,294159,315.2100913,7159.292348,8/8/2019
2.24069346,0.14,113.2354456,35.35582398,0.836250389,25.01,18.2467155,278.3994767,294201,212.6645786,7052.37279,4/23/2019
1.885806891,0.14,46.75769448,24.12464677,0.52070349,25.84,50.37136911,214.2729585,294497,320.817772,7165.14346,8/14/2019
2.62150175,0.14,215.6763142,25.49534911,0.649191833,25.72,16.59613169,309.7594488,294856,349.0356003,7008.155952,3/10/2019
2.483335954,0.14,134.5622581,30.23158819,0.640407461,25.35,19.83758228,277.7717175,295752,152.7661006,7177.549092,8/27/2019
1.364307472,0.14,259.3281287,30.23158819,0.450194704,25.35,52.20990724,184.6619512,295950,28.21857357,7047.810527,4/19/2019
4.198566982,0.14,24.44082499,30.23158819,0.774230192,25.35,48.11417834,339.5466786,296276,139.555035,6978.876125,2/9/2019
2.031769329,0.14,208.8462219,22.51443035,0.530326781,25.99,2.405020561,337.0025153,297774,202.1773899,6862.823882,10/16/2018
2.774504595,0.14,131.3613367,25.03000654,0.694002746,25.76,35.5993636,333.314824,298277,316.6464711,6976.007373,2/6/2019
0.976474637,0.14,118.5129279,23.0388588,0.454173021,25.94,7.889196285,219.8724405,298391,50.17141203,6890.84345,11/13/2018
1.804945916,0.14,58.07106972,29.67979952,0.5415834,25.39,43.69322929,316.9589674,299582,42.62277533,6883.356024,11/5/2018
1.772288282,0.14,87.84714103,32.54325304,0.663845093,25.19,16.45289945,248.6657284,299845,111.5270359,7134.495615,7/14/2019
1.617217344,0.14,283.5067999,22.72275381,0.541845886,25.97,19.14864263,252.6176007,300382,251.0506168,7092.108188,6/2/2019
1.804851124,0.14,183.5811138,31.22201752,0.451698457,25.28,25.20294553,286.0362766,302098,337.8254032,6996.976092,2/27/2019
1.462014031,0.14,9.598896503,22.51443035,0.32430889,25.99,22.7736732,253.1126324,302200,162.2373152,7001.359923,3/3/2019
2.271509893,0.14,96.00364745,23.68432234,0.722755242,25.88,18.84458302,302.2243727,302758,44.67753241,7064.715626,5/6/2019
1.891753244,0.14,141.6880989,24.12464677,0.516183355,25.84,17.62224125,339.9106484,303337,239.5136274,6900.133399,11/22/2018
